nohup: ignoring input
Command Line Args: Namespace(config_file='configs/PascalVOC-detection/split1/faster_rcnn_R_101_FPN_ETF_distill1_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
Logging modification for finetuning
[11/15 16:34:29 detectron2]: Rank of current process: 0. World size: 2
[11/15 16:34:29 detectron2]: Command line arguments: Namespace(config_file='configs/PascalVOC-detection/split1/faster_rcnn_R_101_FPN_ETF_distill1_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
[11/15 16:34:29 detectron2]: Contents of args.config_file=configs/PascalVOC-detection/split1/faster_rcnn_R_101_FPN_ETF_distill1_10shot.yaml:
_BASE_: "faster_rcnn_R_101_FPN_ETF_pre1_10shot.yaml"


MODEL:
  META_ARCHITECTURE: "ContrastiveGeneralizedRCNN"  # 使用我们新定义的对比学习架构
  TEACHER_WEIGHT: "checkpoints/voc/prior/ETFRes_pre1_10shot_lr20_adj7.0_rfs1.0_t1/model_final.pth"
  
  BACKBONE:
    FREEZE_AT: 3
  PROPOSAL_GENERATOR:
    FREEZE: True
  ROI_HEADS:
    NAME: "DistillMarginROIHeads"
  USE_CONTRASTIVE: True  # 启用对比学习
  CONTRASTIVE_WEIGHT: 0.001  # 对比损失的权重
  IS_DISTILL: True
LOSS:
  ADJUST_STAGE: 'distill'
SOLVER:
  BASE_LR: 0.01
# Using 0.04 is slightly better than 0.02
OUTPUT_DIR: "checkpoints/voc/distill/contrastive/"
TRAIN:
  CACHE_UPDATE_INTERVAL: 1000



[11/15 16:34:29 detectron2]: Full config saved to /root/FSOD/checkpoints/voc/distill/ETFRes_distill1_10shot_lr10_/config.yaml
preset seed 0
[11/15 16:34:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
[11/15 16:34:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
froze proposal generator parameters
Logging names for 5 novel classes:  ['bird', 'bus', 'cow', 'motorbike', 'sofa']
[11/15 16:34:32 d2.data.build]: Removed 1920 images with no usable annotations. 14681 images left.
[11/15 16:34:32 d2.data.build]: Distribution of instances among all 20 categories:
|  category  | #instances   |  category   | #instances   |  category   | #instances   |
|:----------:|:-------------|:-----------:|:-------------|:-----------:|:-------------|
| aeroplane  | 1285         |   bicycle   | 1208         |    boat     | 1397         |
|   bottle   | 2116         |     car     | 4008         |     cat     | 1616         |
|   chair    | 4338         | diningtable | 1057         |     dog     | 2079         |
|   horse    | 1156         |   person    | 15576        | pottedplant | 1724         |
|   sheep    | 1347         |    train    | 984          |  tvmonitor  | 1193         |
|    bird    | 10           |     bus     | 10           |     cow     | 10           |
| motorbike  | 10           |    sofa     | 10           |             |              |
|   total    | 41134        |             |              |             |              |
[11/15 16:34:32 d2.data.dataset_mapper]: [DatasetMapper] Augmentations used in training: [ResizeShortestEdge(short_edge_length=(480, 512, 544, 576, 608, 640, 672, 704, 736, 768, 800), max_size=1333, sample_style='choice'), RandomFlip()]
[11/15 16:34:32 d2.data.build]: Using training sampler RepeatFactorTrainingSampler
[11/15 16:34:33 d2.data.common]: Serializing 14681 elements to byte tensors and concatenating them all ...
[11/15 16:34:33 d2.data.common]: Serialized dataset takes 6.67 MiB
WARNING [11/15 16:34:33 d2.solver.build]: SOLVER.STEPS contains values larger than SOLVER.MAX_ITER. These values will be ignored.
[11/15 16:34:33 fvcore.common.checkpoint]: [Checkpointer] Loading from checkpoints/voc/prior/ETFRes_pre1_10shot_lr20_adj7.0_rfs1.0_t1/model_clean_student.pth ...
Logging modification for finetuning
preset seed 0
froze proposal generator parameters
Logging names for 5 novel classes:  ['bird', 'bus', 'cow', 'motorbike', 'sofa']
WARNING [11/15 16:34:33 fvcore.common.checkpoint]: Some model parameters or buffers are not found in the checkpoint:
roi_heads.student_box_head.fc1.{bias, weight}
roi_heads.student_box_head.fc2.{bias, weight}
roi_heads.student_box_predictor.bbox_pred.{bias, weight}
roi_heads.student_box_predictor.cls_score.weight
roi_heads.student_box_predictor.mapping.weight
[11/15 16:34:33 d2.engine.train_loop]: Starting training from iteration 1
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[11/15 16:35:08 d2.utils.events]:  eta: 2:59:53  iter: 19  total_loss: 2.846  loss_cls: 1.059  loss_box_reg: 0.3567  loss_rpn_cls: 0.01109  loss_rpn_loc: 0.01955  contrastive_loss: 1.547  time: 0.7408  data_time: 0.3810  lr: 0.0009091  max_mem: 12879M
[11/15 19:27:24 fsdet.evaluation.evaluator]: Inference done 2400/2476. 0.0476 s / img. ETA=0:00:03
[11/15 19:27:26 fsdet.evaluation.evaluator]: Inference done 2450/2476. 0.0476 s / img. ETA=0:00:01
[11/15 19:27:28 fsdet.evaluation.evaluator]: Total inference time: 0:01:57 (0.047349 s / img per device, on 2 devices)
[11/15 19:27:28 fsdet.evaluation.evaluator]: Total inference pure compute time: 0:01:52 (0.045617 s / img per device, on 2 devices)
[11/15 19:27:34 fsdet.evaluation.pascal_voc_evaluation]: Evaluating voc_2007_test_all1 using 2007 metric. Note that results do not use the official Matlab API.
[11/15 19:28:01 fsdet.evaluation.pascal_voc_evaluation]: Evaluate per-class mAP50:
|  aeroplane  |  bicycle  |  boat  |  bottle  |  car   |  cat   |  chair  |  diningtable  |  dog   |  horse  |  person  |  pottedplant  |  sheep  |  train  |  tvmonitor  |  bird  |  bus   |  cow   |  motorbike  |  sofa  |
|:-----------:|:---------:|:------:|:--------:|:------:|:------:|:-------:|:-------------:|:------:|:-------:|:--------:|:-------------:|:-------:|:-------:|:-----------:|:------:|:------:|:------:|:-----------:|:------:|
|   85.910    |  84.959   | 62.164 |  73.145  | 86.049 | 84.424 | 62.742  |    75.355     | 78.385 | 84.125  |  84.830  |    54.603     | 74.504  | 81.810  |   78.948    | 35.299 | 70.206 | 38.171 |   61.761    | 41.898 |
[11/15 19:28:01 fsdet.evaluation.pascal_voc_evaluation]: Evaluate overall bbox:
|   AP   |  AP50  |  AP75  |  bAP   |  bAP50  |  bAP75  |  nAP   |  nAP50  |  nAP75  |
|:------:|:------:|:------:|:------:|:-------:|:-------:|:------:|:-------:|:-------:|
| 43.143 | 69.965 | 45.863 | 48.420 | 76.797  | 52.616  | 27.311 | 49.467  | 25.604  |
[11/15 19:28:01 fsdet.engine.defaults]: Evaluation results for voc_2007_test_all1 in csv format:
[11/15 19:28:01 fsdet.evaluation.testing]: copypaste: Task: bbox
[11/15 19:28:01 fsdet.evaluation.testing]: copypaste: AP,AP50,AP75,bAP,bAP50,bAP75,nAP,nAP50,nAP75
[11/15 19:28:01 fsdet.evaluation.testing]: copypaste: 43.1429,69.9645,45.8628,48.4202,76.7969,52.6157,27.3109,49.4672,25.6042
[11/15 19:28:01 d2.utils.events]:  eta: 0:38:36  iter: 11999  total_loss: 0.1798  loss_cls: 0.03899  loss_box_reg: 0.1113  loss_rpn_cls: 0.004644  loss_rpn_loc: 0.01331  contrastive_loss: 0.004564  time: 0.7834  data_time: 0.0412  lr: 0.01  max_mem: 13239M
[11/15 19:28:17 d2.utils.events]:  eta: 0:38:20  iter: 12019  total_loss: 0.2152  loss_cls: 0.04141  loss_box_reg: 0.109  loss_rpn_cls: 0.004465  loss_rpn_loc: 0.01455  contrastive_loss: 0.02779  time: 0.7834  data_time: 0.0444  lr: 0.001  max_mem: 13239M
[11/15 19:28:33 d2.utils.events]:  eta: 0:38:03  iter: 12039  total_loss: 0.1889  loss_cls: 0.03648  loss_box_reg: 0.1156  loss_rpn_cls: 0.004  loss_rpn_loc: 0.01246  contrastive_loss: 0.02099  time: 0.7834  data_time: 0.0434  lr: 0.001  max_mem: 13239M
[11/15 19:28:49 d2.utils.events]:  eta: 0:37:48  iter: 12059  total_loss: 0.1729  loss_cls: 0.03442  loss_box_reg: 0.1041  loss_rpn_cls: 0.003155  loss_rpn_loc: 0.01228  contrastive_loss: 0.01915  time: 0.7835  data_time: 0.0440  lr: 0.001  max_mem: 13239M
[11/15 19:29:06 d2.utils.events]:  eta: 0:37:34  iter: 12079  total_loss: 0.1821  loss_cls: 0.0404  loss_box_reg: 0.1119  loss_rpn_cls: 0.003717  loss_rpn_loc: 0.01341  contrastive_loss: 0.0187  time: 0.7836  data_time: 0.0436  lr: 0.001  max_mem: 13239M
[11/15 19:29:23 d2.utils.events]:  eta: 0:37:19  iter: 12099  total_loss: 0.193  loss_cls: 0.04064  loss_box_reg: 0.111  loss_rpn_cls: 0.004411  loss_rpn_loc: 0.01391  contrastive_loss: 0.01741  time: 0.7837  data_time: 0.0438  lr: 0.001  max_mem: 13239M
[11/15 19:29:38 d2.utils.events]:  eta: 0:37:04  iter: 12119  total_loss: 0.2009  loss_cls: 0.04227  loss_box_reg: 0.1228  loss_rpn_cls: 0.003579  loss_rpn_loc: 0.01438  contrastive_loss: 0.01684  time: 0.7836  data_time: 0.0437  lr: 0.001  max_mem: 13239M
[11/15 19:29:53 d2.utils.events]:  eta: 0:36:48  iter: 12139  total_loss: 0.1965  loss_cls: 0.04185  loss_box_reg: 0.1244  loss_rpn_cls: 0.003419  loss_rpn_loc: 0.01398  contrastive_loss: 0.01501  time: 0.7836  data_time: 0.0403  lr: 0.001  max_mem: 13239M
[11/15 19:30:08 d2.utils.events]:  eta: 0:36:32  iter: 12159  total_loss: 0.2152  loss_cls: 0.04357  loss_box_reg: 0.1347  loss_rpn_cls: 0.00338  loss_rpn_loc: 0.01433  contrastive_loss: 0.0142  time: 0.7835  data_time: 0.0428  lr: 0.001  max_mem: 13239M
[11/15 19:30:23 d2.utils.events]:  eta: 0:36:15  iter: 12179  total_loss: 0.1872  loss_cls: 0.04006  loss_box_reg: 0.1178  loss_rpn_cls: 0.003218  loss_rpn_loc: 0.01261  contrastive_loss: 0.0127  time: 0.7835  data_time: 0.0383  lr: 0.001  max_mem: 13239M
[11/15 19:30:39 d2.utils.events]:  eta: 0:36:00  iter: 12199  total_loss: 0.1802  loss_cls: 0.03613  loss_box_reg: 0.1098  loss_rpn_cls: 0.003983  loss_rpn_loc: 0.01541  contrastive_loss: 0.01328  time: 0.7835  data_time: 0.0427  lr: 0.001  max_mem: 13239M
[11/15 19:30:54 d2.utils.events]:  eta: 0:35:45  iter: 12219  total_loss: 0.1698  loss_cls: 0.03585  loss_box_reg: 0.1065  loss_rpn_cls: 0.00375  loss_rpn_loc: 0.01329  contrastive_loss: 0.01119  time: 0.7834  data_time: 0.0392  lr: 0.001  max_mem: 13239M
[11/15 19:31:10 d2.utils.events]:  eta: 0:35:30  iter: 12239  total_loss: 0.1686  loss_cls: 0.0357  loss_box_reg: 0.1061  loss_rpn_cls: 0.003499  loss_rpn_loc: 0.01353  contrastive_loss: 0.01144  time: 0.7834  data_time: 0.0432  lr: 0.001  max_mem: 13239M
[11/15 19:31:26 d2.utils.events]:  eta: 0:35:14  iter: 12259  total_loss: 0.188  loss_cls: 0.0394  loss_box_reg: 0.1179  loss_rpn_cls: 0.004647  loss_rpn_loc: 0.01257  contrastive_loss: 0.01119  time: 0.7834  data_time: 0.0374  lr: 0.001  max_mem: 13239M
[11/15 19:31:41 d2.utils.events]:  eta: 0:34:59  iter: 12279  total_loss: 0.2036  loss_cls: 0.03991  loss_box_reg: 0.1246  loss_rpn_cls: 0.004176  loss_rpn_loc: 0.01516  contrastive_loss: 0.009969  time: 0.7834  data_time: 0.0431  lr: 0.001  max_mem: 13239M
[11/15 19:31:56 d2.utils.events]:  eta: 0:34:44  iter: 12299  total_loss: 0.2085  loss_cls: 0.0403  loss_box_reg: 0.1288  loss_rpn_cls: 0.004873  loss_rpn_loc: 0.01683  contrastive_loss: 0.009306  time: 0.7834  data_time: 0.0439  lr: 0.001  max_mem: 13239M
[11/15 19:32:12 d2.utils.events]:  eta: 0:34:29  iter: 12319  total_loss: 0.1839  loss_cls: 0.0396  loss_box_reg: 0.1201  loss_rpn_cls: 0.004262  loss_rpn_loc: 0.01286  contrastive_loss: 0.008847  time: 0.7834  data_time: 0.0404  lr: 0.001  max_mem: 13239M
[11/15 19:32:28 d2.utils.events]:  eta: 0:34:15  iter: 12339  total_loss: 0.2134  loss_cls: 0.04508  loss_box_reg: 0.138  loss_rpn_cls: 0.004395  loss_rpn_loc: 0.01532  contrastive_loss: 0.008409  time: 0.7834  data_time: 0.0462  lr: 0.001  max_mem: 13239M
[11/15 19:32:44 d2.utils.events]:  eta: 0:33:59  iter: 12359  total_loss: 0.1761  loss_cls: 0.03605  loss_box_reg: 0.1116  loss_rpn_cls: 0.004181  loss_rpn_loc: 0.01466  contrastive_loss: 0.008825  time: 0.7834  data_time: 0.0477  lr: 0.001  max_mem: 13239M
[11/15 19:32:59 d2.utils.events]:  eta: 0:33:43  iter: 12379  total_loss: 0.1851  loss_cls: 0.03862  loss_box_reg: 0.121  loss_rpn_cls: 0.003418  loss_rpn_loc: 0.01636  contrastive_loss: 0.007992  time: 0.7834  data_time: 0.0422  lr: 0.001  max_mem: 13239M
[11/15 19:33:14 d2.utils.events]:  eta: 0:33:26  iter: 12399  total_loss: 0.17  loss_cls: 0.03289  loss_box_reg: 0.1096  loss_rpn_cls: 0.002853  loss_rpn_loc: 0.01365  contrastive_loss: 0.007294  time: 0.7834  data_time: 0.0404  lr: 0.001  max_mem: 13239M
[11/15 19:33:30 d2.utils.events]:  eta: 0:33:09  iter: 12419  total_loss: 0.1761  loss_cls: 0.03856  loss_box_reg: 0.1134  loss_rpn_cls: 0.003383  loss_rpn_loc: 0.0142  contrastive_loss: 0.00782  time: 0.7833  data_time: 0.0447  lr: 0.001  max_mem: 13239M
[11/15 19:33:45 d2.utils.events]:  eta: 0:32:56  iter: 12439  total_loss: 0.1671  loss_cls: 0.0348  loss_box_reg: 0.1049  loss_rpn_cls: 0.00339  loss_rpn_loc: 0.0143  contrastive_loss: 0.0075  time: 0.7833  data_time: 0.0392  lr: 0.001  max_mem: 13239M
[11/15 19:34:00 d2.utils.events]:  eta: 0:32:39  iter: 12459  total_loss: 0.1816  loss_cls: 0.04078  loss_box_reg: 0.1181  loss_rpn_cls: 0.003961  loss_rpn_loc: 0.0143  contrastive_loss: 0.007504  time: 0.7833  data_time: 0.0382  lr: 0.001  max_mem: 13239M
[11/15 19:34:16 d2.utils.events]:  eta: 0:32:23  iter: 12479  total_loss: 0.1975  loss_cls: 0.04211  loss_box_reg: 0.13  loss_rpn_cls: 0.003714  loss_rpn_loc: 0.01337  contrastive_loss: 0.006963  time: 0.7833  data_time: 0.0366  lr: 0.001  max_mem: 13239M
[11/15 19:34:31 d2.utils.events]:  eta: 0:32:08  iter: 12499  total_loss: 0.217  loss_cls: 0.04362  loss_box_reg: 0.1345  loss_rpn_cls: 0.005166  loss_rpn_loc: 0.01412  contrastive_loss: 0.01234  time: 0.7832  data_time: 0.0431  lr: 0.001  max_mem: 13239M
[11/15 19:34:46 d2.utils.events]:  eta: 0:31:52  iter: 12519  total_loss: 0.24  loss_cls: 0.04742  loss_box_reg: 0.1473  loss_rpn_cls: 0.004514  loss_rpn_loc: 0.0154  contrastive_loss: 0.01881  time: 0.7832  data_time: 0.0457  lr: 0.001  max_mem: 13239M
[11/15 19:35:02 d2.utils.events]:  eta: 0:31:36  iter: 12539  total_loss: 0.1929  loss_cls: 0.04168  loss_box_reg: 0.116  loss_rpn_cls: 0.004523  loss_rpn_loc: 0.01499  contrastive_loss: 0.01192  time: 0.7832  data_time: 0.0436  lr: 0.001  max_mem: 13239M
[11/15 19:35:17 d2.utils.events]:  eta: 0:31:19  iter: 12559  total_loss: 0.2028  loss_cls: 0.04387  loss_box_reg: 0.1346  loss_rpn_cls: 0.004359  loss_rpn_loc: 0.01299  contrastive_loss: 0.009708  time: 0.7831  data_time: 0.0411  lr: 0.001  max_mem: 13239M
[11/15 19:35:32 d2.utils.events]:  eta: 0:31:01  iter: 12579  total_loss: 0.1816  loss_cls: 0.04116  loss_box_reg: 0.1145  loss_rpn_cls: 0.004432  loss_rpn_loc: 0.01534  contrastive_loss: 0.00732  time: 0.7831  data_time: 0.0436  lr: 0.001  max_mem: 13239M
[11/15 19:35:48 d2.utils.events]:  eta: 0:30:43  iter: 12599  total_loss: 0.1961  loss_cls: 0.03789  loss_box_reg: 0.1309  loss_rpn_cls: 0.003455  loss_rpn_loc: 0.01427  contrastive_loss: 0.007989  time: 0.7831  data_time: 0.0474  lr: 0.001  max_mem: 13239M
[11/15 19:36:03 d2.utils.events]:  eta: 0:30:27  iter: 12619  total_loss: 0.1801  loss_cls: 0.03934  loss_box_reg: 0.1104  loss_rpn_cls: 0.003572  loss_rpn_loc: 0.01381  contrastive_loss: 0.00804  time: 0.7831  data_time: 0.0368  lr: 0.001  max_mem: 13239M
[11/15 19:36:19 d2.utils.events]:  eta: 0:30:11  iter: 12639  total_loss: 0.1774  loss_cls: 0.03731  loss_box_reg: 0.1122  loss_rpn_cls: 0.003496  loss_rpn_loc: 0.01316  contrastive_loss: 0.008089  time: 0.7831  data_time: 0.0433  lr: 0.001  max_mem: 13239M
[11/15 19:36:34 d2.utils.events]:  eta: 0:29:55  iter: 12659  total_loss: 0.1837  loss_cls: 0.03942  loss_box_reg: 0.1222  loss_rpn_cls: 0.004272  loss_rpn_loc: 0.01394  contrastive_loss: 0.007711  time: 0.7830  data_time: 0.0409  lr: 0.001  max_mem: 13239M
[11/15 19:36:49 d2.utils.events]:  eta: 0:29:38  iter: 12679  total_loss: 0.1732  loss_cls: 0.03729  loss_box_reg: 0.1143  loss_rpn_cls: 0.003418  loss_rpn_loc: 0.01219  contrastive_loss: 0.007564  time: 0.7830  data_time: 0.0392  lr: 0.001  max_mem: 13239M
[11/15 19:37:05 d2.utils.events]:  eta: 0:29:22  iter: 12699  total_loss: 0.1846  loss_cls: 0.03643  loss_box_reg: 0.1218  loss_rpn_cls: 0.003752  loss_rpn_loc: 0.0115  contrastive_loss: 0.006423  time: 0.7830  data_time: 0.0392  lr: 0.001  max_mem: 13239M
[11/15 19:37:21 d2.utils.events]:  eta: 0:29:08  iter: 12719  total_loss: 0.1687  loss_cls: 0.03471  loss_box_reg: 0.1042  loss_rpn_cls: 0.003976  loss_rpn_loc: 0.01288  contrastive_loss: 0.007143  time: 0.7830  data_time: 0.0371  lr: 0.001  max_mem: 13239M
[11/15 19:37:36 d2.utils.events]:  eta: 0:28:51  iter: 12739  total_loss: 0.1928  loss_cls: 0.04003  loss_box_reg: 0.1245  loss_rpn_cls: 0.00398  loss_rpn_loc: 0.01398  contrastive_loss: 0.005705  time: 0.7830  data_time: 0.0402  lr: 0.001  max_mem: 13239M
[11/15 19:37:52 d2.utils.events]:  eta: 0:28:37  iter: 12759  total_loss: 0.1755  loss_cls: 0.03556  loss_box_reg: 0.1128  loss_rpn_cls: 0.004052  loss_rpn_loc: 0.01357  contrastive_loss: 0.006185  time: 0.7830  data_time: 0.0347  lr: 0.001  max_mem: 13239M
[11/15 19:38:08 d2.utils.events]:  eta: 0:28:22  iter: 12779  total_loss: 0.2029  loss_cls: 0.04652  loss_box_reg: 0.1346  loss_rpn_cls: 0.004279  loss_rpn_loc: 0.0154  contrastive_loss: 0.006574  time: 0.7830  data_time: 0.0361  lr: 0.001  max_mem: 13239M
[11/15 19:38:24 d2.utils.events]:  eta: 0:28:08  iter: 12799  total_loss: 0.1769  loss_cls: 0.03746  loss_box_reg: 0.1118  loss_rpn_cls: 0.003489  loss_rpn_loc: 0.01484  contrastive_loss: 0.006127  time: 0.7830  data_time: 0.0471  lr: 0.001  max_mem: 13239M
[11/15 19:38:40 d2.utils.events]:  eta: 0:27:52  iter: 12819  total_loss: 0.1756  loss_cls: 0.03647  loss_box_reg: 0.1139  loss_rpn_cls: 0.003119  loss_rpn_loc: 0.01431  contrastive_loss: 0.006534  time: 0.7831  data_time: 0.0427  lr: 0.001  max_mem: 13239M
[11/15 19:38:55 d2.utils.events]:  eta: 0:27:36  iter: 12839  total_loss: 0.1577  loss_cls: 0.03453  loss_box_reg: 0.1037  loss_rpn_cls: 0.00353  loss_rpn_loc: 0.0123  contrastive_loss: 0.005471  time: 0.7831  data_time: 0.0435  lr: 0.001  max_mem: 13239M
[11/15 19:39:11 d2.utils.events]:  eta: 0:27:22  iter: 12859  total_loss: 0.2072  loss_cls: 0.04384  loss_box_reg: 0.134  loss_rpn_cls: 0.00453  loss_rpn_loc: 0.0191  contrastive_loss: 0.006578  time: 0.7831  data_time: 0.0446  lr: 0.001  max_mem: 13239M
[11/15 19:39:27 d2.utils.events]:  eta: 0:27:08  iter: 12879  total_loss: 0.1876  loss_cls: 0.037  loss_box_reg: 0.1215  loss_rpn_cls: 0.002955  loss_rpn_loc: 0.01327  contrastive_loss: 0.005931  time: 0.7831  data_time: 0.0401  lr: 0.001  max_mem: 13239M
[11/15 19:39:42 d2.utils.events]:  eta: 0:26:52  iter: 12899  total_loss: 0.1546  loss_cls: 0.0356  loss_box_reg: 0.09691  loss_rpn_cls: 0.003185  loss_rpn_loc: 0.01273  contrastive_loss: 0.005056  time: 0.7831  data_time: 0.0374  lr: 0.001  max_mem: 13239M
[11/15 19:39:58 d2.utils.events]:  eta: 0:26:37  iter: 12919  total_loss: 0.1973  loss_cls: 0.04393  loss_box_reg: 0.1264  loss_rpn_cls: 0.00486  loss_rpn_loc: 0.01704  contrastive_loss: 0.005416  time: 0.7831  data_time: 0.0419  lr: 0.001  max_mem: 13239M
[11/15 19:40:14 d2.utils.events]:  eta: 0:26:22  iter: 12939  total_loss: 0.187  loss_cls: 0.03885  loss_box_reg: 0.1184  loss_rpn_cls: 0.004505  loss_rpn_loc: 0.01396  contrastive_loss: 0.005443  time: 0.7831  data_time: 0.0415  lr: 0.001  max_mem: 13239M
[11/15 19:40:29 d2.utils.events]:  eta: 0:26:07  iter: 12959  total_loss: 0.1603  loss_cls: 0.03083  loss_box_reg: 0.1059  loss_rpn_cls: 0.003439  loss_rpn_loc: 0.0129  contrastive_loss: 0.005421  time: 0.7831  data_time: 0.0376  lr: 0.001  max_mem: 13239M
[11/15 19:40:45 d2.utils.events]:  eta: 0:25:51  iter: 12979  total_loss: 0.167  loss_cls: 0.03433  loss_box_reg: 0.1017  loss_rpn_cls: 0.003162  loss_rpn_loc: 0.01547  contrastive_loss: 0.005971  time: 0.7831  data_time: 0.0453  lr: 0.001  max_mem: 13239M
[11/15 19:41:00 d2.utils.events]:  eta: 0:25:36  iter: 12999  total_loss: 0.1452  loss_cls: 0.03196  loss_box_reg: 0.09233  loss_rpn_cls: 0.002756  loss_rpn_loc: 0.01265  contrastive_loss: 0.005815  time: 0.7830  data_time: 0.0466  lr: 0.001  max_mem: 13239M
[11/15 19:41:17 d2.utils.events]:  eta: 0:25:21  iter: 13019  total_loss: 0.1733  loss_cls: 0.03366  loss_box_reg: 0.1  loss_rpn_cls: 0.003135  loss_rpn_loc: 0.01263  contrastive_loss: 0.02221  time: 0.7831  data_time: 0.0482  lr: 0.001  max_mem: 13239M
[11/15 19:41:33 d2.utils.events]:  eta: 0:25:05  iter: 13039  total_loss: 0.1848  loss_cls: 0.03368  loss_box_reg: 0.1131  loss_rpn_cls: 0.004652  loss_rpn_loc: 0.01273  contrastive_loss: 0.0165  time: 0.7832  data_time: 0.0335  lr: 0.001  max_mem: 13239M
[11/15 19:41:49 d2.utils.events]:  eta: 0:24:50  iter: 13059  total_loss: 0.1683  loss_cls: 0.0328  loss_box_reg: 0.1081  loss_rpn_cls: 0.003026  loss_rpn_loc: 0.01166  contrastive_loss: 0.01288  time: 0.7832  data_time: 0.0401  lr: 0.001  max_mem: 13239M
[11/15 19:42:05 d2.utils.events]:  eta: 0:24:35  iter: 13079  total_loss: 0.1914  loss_cls: 0.04116  loss_box_reg: 0.1167  loss_rpn_cls: 0.00396  loss_rpn_loc: 0.01318  contrastive_loss: 0.01159  time: 0.7832  data_time: 0.0393  lr: 0.001  max_mem: 13239M
[11/15 19:42:20 d2.utils.events]:  eta: 0:24:18  iter: 13099  total_loss: 0.1922  loss_cls: 0.03954  loss_box_reg: 0.118  loss_rpn_cls: 0.00399  loss_rpn_loc: 0.01675  contrastive_loss: 0.01073  time: 0.7831  data_time: 0.0405  lr: 0.001  max_mem: 13239M
[11/15 19:42:35 d2.utils.events]:  eta: 0:24:03  iter: 13119  total_loss: 0.1889  loss_cls: 0.03902  loss_box_reg: 0.1099  loss_rpn_cls: 0.00355  loss_rpn_loc: 0.01309  contrastive_loss: 0.0102  time: 0.7831  data_time: 0.0419  lr: 0.001  max_mem: 13239M
[11/15 19:42:50 d2.utils.events]:  eta: 0:23:47  iter: 13139  total_loss: 0.1931  loss_cls: 0.03791  loss_box_reg: 0.1269  loss_rpn_cls: 0.004478  loss_rpn_loc: 0.01409  contrastive_loss: 0.009531  time: 0.7831  data_time: 0.0382  lr: 0.001  max_mem: 13239M
[11/15 19:43:06 d2.utils.events]:  eta: 0:23:32  iter: 13159  total_loss: 0.1732  loss_cls: 0.03587  loss_box_reg: 0.1099  loss_rpn_cls: 0.003516  loss_rpn_loc: 0.01184  contrastive_loss: 0.01013  time: 0.7831  data_time: 0.0400  lr: 0.001  max_mem: 13239M
[11/15 19:43:22 d2.utils.events]:  eta: 0:23:18  iter: 13179  total_loss: 0.1706  loss_cls: 0.03314  loss_box_reg: 0.1079  loss_rpn_cls: 0.004065  loss_rpn_loc: 0.0148  contrastive_loss: 0.009491  time: 0.7831  data_time: 0.0413  lr: 0.001  max_mem: 13239M
[11/15 19:43:37 d2.utils.events]:  eta: 0:23:01  iter: 13199  total_loss: 0.1938  loss_cls: 0.04174  loss_box_reg: 0.1238  loss_rpn_cls: 0.003901  loss_rpn_loc: 0.01344  contrastive_loss: 0.007548  time: 0.7830  data_time: 0.0388  lr: 0.001  max_mem: 13239M
[11/15 19:43:53 d2.utils.events]:  eta: 0:22:45  iter: 13219  total_loss: 0.1691  loss_cls: 0.03335  loss_box_reg: 0.1079  loss_rpn_cls: 0.004002  loss_rpn_loc: 0.01299  contrastive_loss: 0.009834  time: 0.7831  data_time: 0.0397  lr: 0.001  max_mem: 13239M
[11/15 19:44:08 d2.utils.events]:  eta: 0:22:31  iter: 13239  total_loss: 0.1554  loss_cls: 0.03426  loss_box_reg: 0.09655  loss_rpn_cls: 0.002755  loss_rpn_loc: 0.01121  contrastive_loss: 0.00827  time: 0.7830  data_time: 0.0462  lr: 0.001  max_mem: 13239M
[11/15 19:44:25 d2.utils.events]:  eta: 0:22:17  iter: 13259  total_loss: 0.1801  loss_cls: 0.03656  loss_box_reg: 0.1146  loss_rpn_cls: 0.003595  loss_rpn_loc: 0.01405  contrastive_loss: 0.008425  time: 0.7831  data_time: 0.0445  lr: 0.001  max_mem: 13239M
[11/15 19:44:41 d2.utils.events]:  eta: 0:22:03  iter: 13279  total_loss: 0.1786  loss_cls: 0.03839  loss_box_reg: 0.1102  loss_rpn_cls: 0.003472  loss_rpn_loc: 0.01338  contrastive_loss: 0.007847  time: 0.7831  data_time: 0.0413  lr: 0.001  max_mem: 13239M
