nohup: ignoring input
Command Line Args: Namespace(config_file='configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
Logging modification for finetuning
[11/18 15:13:29 detectron2]: Rank of current process: 0. World size: 2
[11/18 15:13:29 detectron2]: Command line arguments: Namespace(config_file='configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
[11/18 15:13:29 detectron2]: Contents of args.config_file=configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml:
_BASE_: "faster_rcnn_R_101_FPN_ETF_pre2_10shot.yaml"


MODEL:
  META_ARCHITECTURE: "ContrastiveGeneralizedRCNN"  # 使用我们新定义的对比学习架构
  TEACHER_WEIGHT: "/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_final.pth"
  BACKBONE:
    FREEZE_AT: 3
  PROPOSAL_GENERATOR:
    FREEZE: True
  ROI_HEADS:
    NAME: "DistillMarginROIHeads"
  USE_CONTRASTIVE: True  # 启用对比学习
  CONTRASTIVE_WEIGHT: 0.001  # 对比损失的权重
  IS_DISTILL: True
LOSS:
  ADJUST_STAGE: 'distill'
SOLVER:
  BASE_LR: 0.01
# Using 0.04 is slightly better than 0.02
OUTPUT_DIR: "/root/autodl-tmp/checkpoints/voc/distill/t1"
TRAIN:
  CACHE_UPDATE_INTERVAL: 1000



[11/18 15:13:29 detectron2]: Full config saved to /root/autodl-tmp/ETFRes_distill2_10shot_lr10_t1/config.yaml
preset seed 0
/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth
[11/18 15:13:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
[11/18 15:13:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
froze proposal generator parameters
Frozen backbone bottom_up layers up to layer 3
Logging names for 5 novel classes:  ['aeroplane', 'bottle', 'cow', 'horse', 'sofa']
[11/18 15:13:31 d2.data.build]: Removed 1772 images with no usable annotations. 14829 images left.
[11/18 15:13:32 d2.data.build]: Distribution of instances among all 20 categories:
|  category  | #instances   |  category   | #instances   |  category   | #instances   |
|:----------:|:-------------|:-----------:|:-------------|:-----------:|:-------------|
|  bicycle   | 1208         |    bird     | 1820         |    boat     | 1397         |
|    bus     | 909          |     car     | 4008         |     cat     | 1616         |
|   chair    | 4338         | diningtable | 1057         |     dog     | 2079         |
| motorbike  | 1141         |   person    | 15576        | pottedplant | 1724         |
|   sheep    | 1347         |    train    | 984          |  tvmonitor  | 1193         |
| aeroplane  | 10           |   bottle    | 10           |     cow     | 10           |
|   horse    | 10           |    sofa     | 10           |             |              |
|   total    | 40447        |             |              |             |              |
[11/18 15:13:32 d2.data.dataset_mapper]: [DatasetMapper] Augmentations used in training: [ResizeShortestEdge(short_edge_length=(480, 512, 544, 576, 608, 640, 672, 704, 736, 768, 800), max_size=1333, sample_style='choice'), RandomFlip()]
[11/18 15:13:32 d2.data.build]: Using training sampler RepeatFactorTrainingSampler
[11/18 15:13:32 d2.data.common]: Serializing 14829 elements to byte tensors and concatenating them all ...
[11/18 15:13:32 d2.data.common]: Serialized dataset takes 6.68 MiB
[11/18 15:13:32 fvcore.common.checkpoint]: [Checkpointer] Loading from /root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth ...
Logging modification for finetuning
preset seed 0
/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth
froze proposal generator parameters
Frozen backbone bottom_up layers up to layer 3
Logging names for 5 novel classes:  ['aeroplane', 'bottle', 'cow', 'horse', 'sofa']
[11/18 15:13:33 d2.engine.train_loop]: Starting training from iteration 1
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[11/18 15:14:07 d2.utils.events]:  eta: 4:06:39  iter: 19  total_loss: 1.813  loss_cls: 0.03206  loss_box_reg: 0.1238  loss_rpn_cls: 0.003377  loss_rpn_loc: 0.01382  contrastive_loss: 1.672  time: 0.7647  data_time: 0.4016  lr: 0.0009091  max_mem: 12989M
[11/18 18:36:39 d2.utils.events]:  eta: 1:00:20  iter: 15119  total_loss: 0.1448  loss_cls: 0.02412  loss_box_reg: 0.08686  loss_rpn_cls: 0.002447  loss_rpn_loc: 0.0109  contrastive_loss: 0.02228  time: 0.7579  data_time: 0.0265  lr: 0.001  max_mem: 14438M
[11/18 18:36:54 d2.utils.events]:  eta: 1:00:03  iter: 15139  total_loss: 0.1501  loss_cls: 0.02548  loss_box_reg: 0.09304  loss_rpn_cls: 0.001832  loss_rpn_loc: 0.01124  contrastive_loss: 0.01912  time: 0.7579  data_time: 0.0271  lr: 0.001  max_mem: 14438M
[11/18 18:37:08 d2.utils.events]:  eta: 0:59:43  iter: 15159  total_loss: 0.1613  loss_cls: 0.02847  loss_box_reg: 0.09899  loss_rpn_cls: 0.002198  loss_rpn_loc: 0.01269  contrastive_loss: 0.01288  time: 0.7578  data_time: 0.0277  lr: 0.001  max_mem: 14438M
[11/18 18:37:23 d2.utils.events]:  eta: 0:59:28  iter: 15179  total_loss: 0.1662  loss_cls: 0.02671  loss_box_reg: 0.1038  loss_rpn_cls: 0.00217  loss_rpn_loc: 0.01131  contrastive_loss: 0.01743  time: 0.7578  data_time: 0.0268  lr: 0.001  max_mem: 14438M
[11/18 18:37:37 d2.utils.events]:  eta: 0:59:13  iter: 15199  total_loss: 0.1501  loss_cls: 0.02482  loss_box_reg: 0.08607  loss_rpn_cls: 0.002134  loss_rpn_loc: 0.01144  contrastive_loss: 0.01515  time: 0.7577  data_time: 0.0267  lr: 0.001  max_mem: 14438M
[11/18 18:37:52 d2.utils.events]:  eta: 0:58:58  iter: 15219  total_loss: 0.1447  loss_cls: 0.0261  loss_box_reg: 0.08874  loss_rpn_cls: 0.002243  loss_rpn_loc: 0.01122  contrastive_loss: 0.01198  time: 0.7577  data_time: 0.0268  lr: 0.001  max_mem: 14438M
[11/18 18:38:08 d2.utils.events]:  eta: 0:58:43  iter: 15239  total_loss: 0.1593  loss_cls: 0.02798  loss_box_reg: 0.09544  loss_rpn_cls: 0.002165  loss_rpn_loc: 0.01221  contrastive_loss: 0.01164  time: 0.7577  data_time: 0.0282  lr: 0.001  max_mem: 14438M
[11/18 18:38:23 d2.utils.events]:  eta: 0:58:29  iter: 15259  total_loss: 0.1526  loss_cls: 0.02569  loss_box_reg: 0.08801  loss_rpn_cls: 0.00182  loss_rpn_loc: 0.01207  contrastive_loss: 0.01591  time: 0.7577  data_time: 0.0276  lr: 0.001  max_mem: 14438M
[11/18 18:38:38 d2.utils.events]:  eta: 0:58:14  iter: 15279  total_loss: 0.1334  loss_cls: 0.02439  loss_box_reg: 0.08104  loss_rpn_cls: 0.002789  loss_rpn_loc: 0.01205  contrastive_loss: 0.0123  time: 0.7577  data_time: 0.0279  lr: 0.001  max_mem: 14438M
[11/18 18:38:53 d2.utils.events]:  eta: 0:57:58  iter: 15299  total_loss: 0.1473  loss_cls: 0.0266  loss_box_reg: 0.08904  loss_rpn_cls: 0.002252  loss_rpn_loc: 0.01165  contrastive_loss: 0.01173  time: 0.7577  data_time: 0.0280  lr: 0.001  max_mem: 14438M
[11/18 18:39:08 d2.utils.events]:  eta: 0:57:45  iter: 15319  total_loss: 0.1313  loss_cls: 0.02232  loss_box_reg: 0.07921  loss_rpn_cls: 0.001347  loss_rpn_loc: 0.01067  contrastive_loss: 0.01568  time: 0.7577  data_time: 0.0232  lr: 0.001  max_mem: 14438M
[11/18 18:39:23 d2.utils.events]:  eta: 0:57:30  iter: 15339  total_loss: 0.1311  loss_cls: 0.02451  loss_box_reg: 0.08022  loss_rpn_cls: 0.001271  loss_rpn_loc: 0.01015  contrastive_loss: 0.01308  time: 0.7577  data_time: 0.0254  lr: 0.001  max_mem: 14438M
[11/18 18:39:38 d2.utils.events]:  eta: 0:57:15  iter: 15359  total_loss: 0.161  loss_cls: 0.02761  loss_box_reg: 0.1003  loss_rpn_cls: 0.001825  loss_rpn_loc: 0.01135  contrastive_loss: 0.01021  time: 0.7577  data_time: 0.0251  lr: 0.001  max_mem: 14438M
[11/18 18:39:53 d2.utils.events]:  eta: 0:57:04  iter: 15379  total_loss: 0.1496  loss_cls: 0.02728  loss_box_reg: 0.09384  loss_rpn_cls: 0.001761  loss_rpn_loc: 0.01193  contrastive_loss: 0.01161  time: 0.7577  data_time: 0.0265  lr: 0.001  max_mem: 14438M
[11/18 18:40:08 d2.utils.events]:  eta: 0:56:50  iter: 15399  total_loss: 0.1512  loss_cls: 0.02591  loss_box_reg: 0.09238  loss_rpn_cls: 0.001892  loss_rpn_loc: 0.01054  contrastive_loss: 0.01331  time: 0.7577  data_time: 0.0275  lr: 0.001  max_mem: 14438M
[11/18 18:40:23 d2.utils.events]:  eta: 0:56:38  iter: 15419  total_loss: 0.1474  loss_cls: 0.02549  loss_box_reg: 0.0894  loss_rpn_cls: 0.00159  loss_rpn_loc: 0.01189  contrastive_loss: 0.01164  time: 0.7577  data_time: 0.0259  lr: 0.001  max_mem: 14438M
[11/18 18:40:39 d2.utils.events]:  eta: 0:56:24  iter: 15439  total_loss: 0.1522  loss_cls: 0.02832  loss_box_reg: 0.09431  loss_rpn_cls: 0.001923  loss_rpn_loc: 0.01189  contrastive_loss: 0.01424  time: 0.7577  data_time: 0.0275  lr: 0.001  max_mem: 14438M
[11/18 18:40:54 d2.utils.events]:  eta: 0:56:08  iter: 15459  total_loss: 0.1355  loss_cls: 0.0238  loss_box_reg: 0.08249  loss_rpn_cls: 0.001811  loss_rpn_loc: 0.01177  contrastive_loss: 0.009395  time: 0.7577  data_time: 0.0257  lr: 0.001  max_mem: 14438M
[11/18 18:41:08 d2.utils.events]:  eta: 0:55:54  iter: 15479  total_loss: 0.1533  loss_cls: 0.0282  loss_box_reg: 0.09422  loss_rpn_cls: 0.002645  loss_rpn_loc: 0.01141  contrastive_loss: 0.009996  time: 0.7576  data_time: 0.0276  lr: 0.001  max_mem: 14438M
[11/18 18:41:24 d2.utils.events]:  eta: 0:55:38  iter: 15499  total_loss: 0.1456  loss_cls: 0.02521  loss_box_reg: 0.08923  loss_rpn_cls: 0.002372  loss_rpn_loc: 0.01122  contrastive_loss: 0.01348  time: 0.7577  data_time: 0.0288  lr: 0.001  max_mem: 14438M
[11/18 18:41:39 d2.utils.events]:  eta: 0:55:24  iter: 15519  total_loss: 0.1393  loss_cls: 0.02456  loss_box_reg: 0.08434  loss_rpn_cls: 0.0022  loss_rpn_loc: 0.01124  contrastive_loss: 0.01412  time: 0.7577  data_time: 0.0266  lr: 0.001  max_mem: 14438M
[11/18 18:41:54 d2.utils.events]:  eta: 0:55:13  iter: 15539  total_loss: 0.1477  loss_cls: 0.0234  loss_box_reg: 0.08266  loss_rpn_cls: 0.001774  loss_rpn_loc: 0.01272  contrastive_loss: 0.01279  time: 0.7577  data_time: 0.0274  lr: 0.001  max_mem: 14438M
[11/18 18:42:09 d2.utils.events]:  eta: 0:55:01  iter: 15559  total_loss: 0.1361  loss_cls: 0.02306  loss_box_reg: 0.08438  loss_rpn_cls: 0.001982  loss_rpn_loc: 0.01161  contrastive_loss: 0.01127  time: 0.7577  data_time: 0.0252  lr: 0.001  max_mem: 14438M
[11/18 18:42:24 d2.utils.events]:  eta: 0:54:46  iter: 15579  total_loss: 0.1357  loss_cls: 0.02572  loss_box_reg: 0.08493  loss_rpn_cls: 0.001974  loss_rpn_loc: 0.0103  contrastive_loss: 0.01048  time: 0.7576  data_time: 0.0266  lr: 0.001  max_mem: 14438M
[11/18 18:42:39 d2.utils.events]:  eta: 0:54:34  iter: 15599  total_loss: 0.1487  loss_cls: 0.0274  loss_box_reg: 0.09451  loss_rpn_cls: 0.002383  loss_rpn_loc: 0.01145  contrastive_loss: 0.009335  time: 0.7576  data_time: 0.0268  lr: 0.001  max_mem: 14438M
[11/18 18:42:54 d2.utils.events]:  eta: 0:54:21  iter: 15619  total_loss: 0.1414  loss_cls: 0.02385  loss_box_reg: 0.09166  loss_rpn_cls: 0.001917  loss_rpn_loc: 0.01066  contrastive_loss: 0.01355  time: 0.7576  data_time: 0.0269  lr: 0.001  max_mem: 14438M
[11/18 18:43:08 d2.utils.events]:  eta: 0:54:07  iter: 15639  total_loss: 0.1371  loss_cls: 0.02424  loss_box_reg: 0.0883  loss_rpn_cls: 0.001635  loss_rpn_loc: 0.01109  contrastive_loss: 0.009815  time: 0.7576  data_time: 0.0251  lr: 0.001  max_mem: 14438M
[11/18 18:43:24 d2.utils.events]:  eta: 0:53:52  iter: 15659  total_loss: 0.1521  loss_cls: 0.02805  loss_box_reg: 0.09763  loss_rpn_cls: 0.002129  loss_rpn_loc: 0.01119  contrastive_loss: 0.01097  time: 0.7576  data_time: 0.0255  lr: 0.001  max_mem: 14438M
[11/18 18:43:38 d2.utils.events]:  eta: 0:53:35  iter: 15679  total_loss: 0.1394  loss_cls: 0.02627  loss_box_reg: 0.085  loss_rpn_cls: 0.001834  loss_rpn_loc: 0.01275  contrastive_loss: 0.01244  time: 0.7576  data_time: 0.0269  lr: 0.001  max_mem: 14438M
[11/18 18:43:53 d2.utils.events]:  eta: 0:53:20  iter: 15699  total_loss: 0.138  loss_cls: 0.02658  loss_box_reg: 0.08441  loss_rpn_cls: 0.00246  loss_rpn_loc: 0.01107  contrastive_loss: 0.009667  time: 0.7575  data_time: 0.0261  lr: 0.001  max_mem: 14438M
[11/18 18:44:08 d2.utils.events]:  eta: 0:53:06  iter: 15719  total_loss: 0.1371  loss_cls: 0.0234  loss_box_reg: 0.08609  loss_rpn_cls: 0.001712  loss_rpn_loc: 0.01136  contrastive_loss: 0.01136  time: 0.7575  data_time: 0.0256  lr: 0.001  max_mem: 14438M
[11/18 18:44:24 d2.utils.events]:  eta: 0:52:51  iter: 15739  total_loss: 0.1715  loss_cls: 0.03036  loss_box_reg: 0.1124  loss_rpn_cls: 0.002627  loss_rpn_loc: 0.01375  contrastive_loss: 0.009329  time: 0.7575  data_time: 0.0260  lr: 0.001  max_mem: 14438M
[11/18 18:44:38 d2.utils.events]:  eta: 0:52:32  iter: 15759  total_loss: 0.1373  loss_cls: 0.02546  loss_box_reg: 0.09169  loss_rpn_cls: 0.001782  loss_rpn_loc: 0.01019  contrastive_loss: 0.01052  time: 0.7575  data_time: 0.0244  lr: 0.001  max_mem: 14438M
[11/18 18:44:54 d2.utils.events]:  eta: 0:52:24  iter: 15779  total_loss: 0.1442  loss_cls: 0.02719  loss_box_reg: 0.08976  loss_rpn_cls: 0.001558  loss_rpn_loc: 0.0113  contrastive_loss: 0.0098  time: 0.7575  data_time: 0.0266  lr: 0.001  max_mem: 14438M
[11/18 18:45:09 d2.utils.events]:  eta: 0:52:09  iter: 15799  total_loss: 0.1615  loss_cls: 0.02944  loss_box_reg: 0.1023  loss_rpn_cls: 0.002168  loss_rpn_loc: 0.01453  contrastive_loss: 0.007881  time: 0.7575  data_time: 0.0265  lr: 0.001  max_mem: 14438M
[11/18 18:45:24 d2.utils.events]:  eta: 0:51:54  iter: 15819  total_loss: 0.1224  loss_cls: 0.02185  loss_box_reg: 0.07588  loss_rpn_cls: 0.002017  loss_rpn_loc: 0.01235  contrastive_loss: 0.01076  time: 0.7575  data_time: 0.0282  lr: 0.001  max_mem: 14438M
[11/18 18:45:39 d2.utils.events]:  eta: 0:51:38  iter: 15839  total_loss: 0.1409  loss_cls: 0.02421  loss_box_reg: 0.08714  loss_rpn_cls: 0.001658  loss_rpn_loc: 0.01251  contrastive_loss: 0.01131  time: 0.7575  data_time: 0.0252  lr: 0.001  max_mem: 14438M
[11/18 18:45:54 d2.utils.events]:  eta: 0:51:22  iter: 15859  total_loss: 0.1295  loss_cls: 0.02374  loss_box_reg: 0.08096  loss_rpn_cls: 0.001836  loss_rpn_loc: 0.01312  contrastive_loss: 0.008106  time: 0.7575  data_time: 0.0242  lr: 0.001  max_mem: 14438M
[11/18 18:46:09 d2.utils.events]:  eta: 0:51:05  iter: 15879  total_loss: 0.149  loss_cls: 0.02536  loss_box_reg: 0.09125  loss_rpn_cls: 0.002066  loss_rpn_loc: 0.01155  contrastive_loss: 0.01209  time: 0.7575  data_time: 0.0270  lr: 0.001  max_mem: 14438M
[11/18 18:46:24 d2.utils.events]:  eta: 0:50:50  iter: 15899  total_loss: 0.1558  loss_cls: 0.0265  loss_box_reg: 0.09722  loss_rpn_cls: 0.002607  loss_rpn_loc: 0.01244  contrastive_loss: 0.01077  time: 0.7575  data_time: 0.0277  lr: 0.001  max_mem: 14438M
[11/18 18:46:39 d2.utils.events]:  eta: 0:50:38  iter: 15919  total_loss: 0.1338  loss_cls: 0.0235  loss_box_reg: 0.0867  loss_rpn_cls: 0.001723  loss_rpn_loc: 0.01309  contrastive_loss: 0.008364  time: 0.7575  data_time: 0.0272  lr: 0.001  max_mem: 14438M
[11/18 18:46:54 d2.utils.events]:  eta: 0:50:23  iter: 15939  total_loss: 0.1243  loss_cls: 0.02218  loss_box_reg: 0.07882  loss_rpn_cls: 0.001584  loss_rpn_loc: 0.0102  contrastive_loss: 0.008469  time: 0.7575  data_time: 0.0254  lr: 0.001  max_mem: 14438M
[11/18 18:47:09 d2.utils.events]:  eta: 0:50:09  iter: 15959  total_loss: 0.1437  loss_cls: 0.02693  loss_box_reg: 0.09483  loss_rpn_cls: 0.002385  loss_rpn_loc: 0.01171  contrastive_loss: 0.008635  time: 0.7574  data_time: 0.0236  lr: 0.001  max_mem: 14438M
[11/18 18:47:24 d2.utils.events]:  eta: 0:49:54  iter: 15979  total_loss: 0.1414  loss_cls: 0.02692  loss_box_reg: 0.09003  loss_rpn_cls: 0.002267  loss_rpn_loc: 0.0115  contrastive_loss: 0.01019  time: 0.7574  data_time: 0.0253  lr: 0.001  max_mem: 14438M
[11/18 18:47:38 d2.utils.events]:  eta: 0:49:39  iter: 15999  total_loss: 0.1231  loss_cls: 0.02189  loss_box_reg: 0.077  loss_rpn_cls: 0.001404  loss_rpn_loc: 0.01121  contrastive_loss: 0.007305  time: 0.7574  data_time: 0.0275  lr: 0.001  max_mem: 14438M
[11/18 18:47:54 d2.utils.events]:  eta: 0:49:24  iter: 16019  total_loss: 0.177  loss_cls: 0.02498  loss_box_reg: 0.08749  loss_rpn_cls: 0.001599  loss_rpn_loc: 0.01199  contrastive_loss: 0.04432  time: 0.7574  data_time: 0.0282  lr: 0.0001  max_mem: 14438M
[11/18 18:48:09 d2.utils.events]:  eta: 0:49:10  iter: 16039  total_loss: 0.161  loss_cls: 0.02325  loss_box_reg: 0.08135  loss_rpn_cls: 0.002716  loss_rpn_loc: 0.01061  contrastive_loss: 0.04411  time: 0.7574  data_time: 0.0278  lr: 0.0001  max_mem: 14438M
[11/18 18:48:24 d2.utils.events]:  eta: 0:48:55  iter: 16059  total_loss: 0.1623  loss_cls: 0.0242  loss_box_reg: 0.09043  loss_rpn_cls: 0.002281  loss_rpn_loc: 0.01109  contrastive_loss: 0.03991  time: 0.7574  data_time: 0.0282  lr: 0.0001  max_mem: 14438M
[11/18 18:48:39 d2.utils.events]:  eta: 0:48:40  iter: 16079  total_loss: 0.1421  loss_cls: 0.0208  loss_box_reg: 0.07374  loss_rpn_cls: 0.00169  loss_rpn_loc: 0.009853  contrastive_loss: 0.03054  time: 0.7574  data_time: 0.0260  lr: 0.0001  max_mem: 14438M
[11/18 18:48:54 d2.utils.events]:  eta: 0:48:27  iter: 16099  total_loss: 0.1674  loss_cls: 0.02669  loss_box_reg: 0.08512  loss_rpn_cls: 0.001956  loss_rpn_loc: 0.01481  contrastive_loss: 0.02549  time: 0.7574  data_time: 0.0266  lr: 0.0001  max_mem: 14438M
[11/18 18:49:09 d2.utils.events]:  eta: 0:48:11  iter: 16119  total_loss: 0.1517  loss_cls: 0.02245  loss_box_reg: 0.08626  loss_rpn_cls: 0.001851  loss_rpn_loc: 0.01163  contrastive_loss: 0.0258  time: 0.7574  data_time: 0.0229  lr: 0.0001  max_mem: 14438M
[11/18 18:49:23 d2.utils.events]:  eta: 0:47:56  iter: 16139  total_loss: 0.1582  loss_cls: 0.02462  loss_box_reg: 0.08987  loss_rpn_cls: 0.001534  loss_rpn_loc: 0.0106  contrastive_loss: 0.02447  time: 0.7573  data_time: 0.0243  lr: 0.0001  max_mem: 14438M
[11/18 18:49:38 d2.utils.events]:  eta: 0:47:44  iter: 16159  total_loss: 0.1537  loss_cls: 0.02468  loss_box_reg: 0.08823  loss_rpn_cls: 0.002202  loss_rpn_loc: 0.01272  contrastive_loss: 0.02643  time: 0.7573  data_time: 0.0289  lr: 0.0001  max_mem: 14438M
[11/18 18:49:53 d2.utils.events]:  eta: 0:47:32  iter: 16179  total_loss: 0.1722  loss_cls: 0.02685  loss_box_reg: 0.09745  loss_rpn_cls: 0.002087  loss_rpn_loc: 0.01258  contrastive_loss: 0.02603  time: 0.7573  data_time: 0.0256  lr: 0.0001  max_mem: 14438M
[11/18 18:50:08 d2.utils.events]:  eta: 0:47:18  iter: 16199  total_loss: 0.1551  loss_cls: 0.02548  loss_box_reg: 0.09219  loss_rpn_cls: 0.002652  loss_rpn_loc: 0.01112  contrastive_loss: 0.02431  time: 0.7573  data_time: 0.0232  lr: 0.0001  max_mem: 14438M
[11/18 18:50:23 d2.utils.events]:  eta: 0:47:03  iter: 16219  total_loss: 0.1594  loss_cls: 0.02371  loss_box_reg: 0.08701  loss_rpn_cls: 0.002502  loss_rpn_loc: 0.01231  contrastive_loss: 0.02685  time: 0.7573  data_time: 0.0232  lr: 0.0001  max_mem: 14438M
[11/18 18:50:38 d2.utils.events]:  eta: 0:46:47  iter: 16239  total_loss: 0.1509  loss_cls: 0.02464  loss_box_reg: 0.08675  loss_rpn_cls: 0.001808  loss_rpn_loc: 0.0101  contrastive_loss: 0.02413  time: 0.7572  data_time: 0.0244  lr: 0.0001  max_mem: 14438M
[11/18 18:50:54 d2.utils.events]:  eta: 0:46:29  iter: 16259  total_loss: 0.1445  loss_cls: 0.02319  loss_box_reg: 0.09013  loss_rpn_cls: 0.001539  loss_rpn_loc: 0.01121  contrastive_loss: 0.02823  time: 0.7573  data_time: 0.0278  lr: 0.0001  max_mem: 14438M
[11/18 18:51:08 d2.utils.events]:  eta: 0:46:12  iter: 16279  total_loss: 0.157  loss_cls: 0.02713  loss_box_reg: 0.09374  loss_rpn_cls: 0.002149  loss_rpn_loc: 0.01049  contrastive_loss: 0.02101  time: 0.7573  data_time: 0.0231  lr: 0.0001  max_mem: 14438M
[11/18 18:51:23 d2.utils.events]:  eta: 0:45:57  iter: 16299  total_loss: 0.1653  loss_cls: 0.02771  loss_box_reg: 0.09983  loss_rpn_cls: 0.002024  loss_rpn_loc: 0.01123  contrastive_loss: 0.02482  time: 0.7573  data_time: 0.0270  lr: 0.0001  max_mem: 14438M
[11/18 18:51:39 d2.utils.events]:  eta: 0:45:41  iter: 16319  total_loss: 0.1661  loss_cls: 0.02816  loss_box_reg: 0.09921  loss_rpn_cls: 0.002693  loss_rpn_loc: 0.01202  contrastive_loss: 0.02773  time: 0.7573  data_time: 0.0262  lr: 0.0001  max_mem: 14438M
[11/18 18:51:54 d2.utils.events]:  eta: 0:45:26  iter: 16339  total_loss: 0.136  loss_cls: 0.02199  loss_box_reg: 0.07875  loss_rpn_cls: 0.002168  loss_rpn_loc: 0.01051  contrastive_loss: 0.02478  time: 0.7573  data_time: 0.0260  lr: 0.0001  max_mem: 14438M
[11/18 18:52:08 d2.utils.events]:  eta: 0:45:12  iter: 16359  total_loss: 0.1503  loss_cls: 0.02501  loss_box_reg: 0.08467  loss_rpn_cls: 0.00188  loss_rpn_loc: 0.01073  contrastive_loss: 0.01969  time: 0.7572  data_time: 0.0261  lr: 0.0001  max_mem: 14438M
[11/18 18:52:23 d2.utils.events]:  eta: 0:44:56  iter: 16379  total_loss: 0.1563  loss_cls: 0.02734  loss_box_reg: 0.08797  loss_rpn_cls: 0.002245  loss_rpn_loc: 0.01128  contrastive_loss: 0.02221  time: 0.7572  data_time: 0.0263  lr: 0.0001  max_mem: 14438M
[11/18 18:52:38 d2.utils.events]:  eta: 0:44:41  iter: 16399  total_loss: 0.1355  loss_cls: 0.0243  loss_box_reg: 0.0827  loss_rpn_cls: 0.002424  loss_rpn_loc: 0.009787  contrastive_loss: 0.0205  time: 0.7572  data_time: 0.0285  lr: 0.0001  max_mem: 14438M
[11/18 18:52:54 d2.utils.events]:  eta: 0:44:26  iter: 16419  total_loss: 0.1358  loss_cls: 0.02353  loss_box_reg: 0.07868  loss_rpn_cls: 0.00136  loss_rpn_loc: 0.01115  contrastive_loss: 0.0199  time: 0.7572  data_time: 0.0288  lr: 0.0001  max_mem: 14438M
[11/18 18:53:08 d2.utils.events]:  eta: 0:44:07  iter: 16439  total_loss: 0.1439  loss_cls: 0.02416  loss_box_reg: 0.08471  loss_rpn_cls: 0.001274  loss_rpn_loc: 0.01065  contrastive_loss: 0.02059  time: 0.7572  data_time: 0.0257  lr: 0.0001  max_mem: 14438M
[11/18 18:53:23 d2.utils.events]:  eta: 0:43:54  iter: 16459  total_loss: 0.1542  loss_cls: 0.02665  loss_box_reg: 0.08961  loss_rpn_cls: 0.00218  loss_rpn_loc: 0.01025  contrastive_loss: 0.02402  time: 0.7572  data_time: 0.0334  lr: 0.0001  max_mem: 14438M
[11/18 18:53:38 d2.utils.events]:  eta: 0:43:41  iter: 16479  total_loss: 0.1583  loss_cls: 0.02665  loss_box_reg: 0.09492  loss_rpn_cls: 0.002207  loss_rpn_loc: 0.01366  contrastive_loss: 0.02039  time: 0.7572  data_time: 0.0256  lr: 0.0001  max_mem: 14438M
[11/18 18:53:54 d2.utils.events]:  eta: 0:43:26  iter: 16499  total_loss: 0.1515  loss_cls: 0.02523  loss_box_reg: 0.08285  loss_rpn_cls: 0.001912  loss_rpn_loc: 0.01159  contrastive_loss: 0.02271  time: 0.7572  data_time: 0.0286  lr: 0.0001  max_mem: 14438M
[11/18 18:54:10 d2.utils.events]:  eta: 0:43:12  iter: 16519  total_loss: 0.1591  loss_cls: 0.02702  loss_box_reg: 0.09713  loss_rpn_cls: 0.001665  loss_rpn_loc: 0.01115  contrastive_loss: 0.02495  time: 0.7573  data_time: 0.0260  lr: 0.0001  max_mem: 14438M
[11/18 18:54:26 d2.utils.events]:  eta: 0:42:58  iter: 16539  total_loss: 0.1416  loss_cls: 0.02255  loss_box_reg: 0.08605  loss_rpn_cls: 0.001532  loss_rpn_loc: 0.01067  contrastive_loss: 0.02065  time: 0.7573  data_time: 0.0280  lr: 0.0001  max_mem: 14438M
